"time";"L_T";"MB_DMM";"MB_instant_DMM";"MB_BDMM"
59;1,02;8,47411106034593;11,1343883546207;20,8608294382919
72;0,26;11,9759517363651;10,965108816637;23,0914246793908
84;0,24;23,0548820459317;19,5241046960801;20,2421530202644
123;0,78;8,63636363636363;30,763736787073;15,9011062350989
140;0,34;9,16186791636616;20,7209795662992;36,032396660361
291;3,02;47,096153612579;30,9419243430225;18,4320709872834
344;1,06;7,57429702326884;8,7346905608398;21,1856712781175
462;2,36;17,2126934667718;10,237418581591;2,99635837066059
471;0,18;14,5454545454545;14,5454545454545;11,6342820478185
